pokemon,move,move_kind,type,stab_bonus,damage,energy_gain,turns,damage_per_turn,energy_per_turn,energy,damage_per_energy,effect,archetype,notes
Torracat,Bite,fast,dark,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Torracat,Ember,fast,fire,1.2,7,6,2,3.5,3.0,,,,Heavy Damage,
Torracat,Crunch,charged,dark,1.0,70,0,1,,,45.0,1.56,30.0% chance -1 Def opponent,Debuff,
Torracat,Flame Charge,charged,fire,1.2,65,0,1,,,50.0,1.3,100% chance +1 Atk self,Boost,
Torracat,Flamethrower,charged,fire,1.2,90,0,1,,,55.0,1.64,,High Energy,
Torterra,Bite,fast,dark,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Torterra,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,,,,Heavy Damage,
Torterra,Earthquake,charged,ground,1.2,110,0,1,,,65.0,1.69,,Nuke,
Torterra,Frenzy Plant,charged,grass,1.2,100,0,1,,,45.0,2.22,,General,elite
Torterra,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Torterra,Sand Tomb,charged,ground,1.2,25,0,1,,,40.0,0.62,100% chance -1 Def opponent,Debuff Spam/Bait,
Torterra,Solar Beam,charged,grass,1.2,150,0,1,,,80.0,1.88,,Nuke,
Torterra,Stone Edge,charged,rock,1.0,100,0,1,,,55.0,1.82,,Nuke,
Torterra (Shadow),Bite,fast,dark,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Torterra (Shadow),Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,,,,Heavy Damage,
Torterra (Shadow),Earthquake,charged,ground,1.2,110,0,1,,,65.0,1.69,,Nuke,
Torterra (Shadow),Frenzy Plant,charged,grass,1.2,100,0,1,,,45.0,2.22,,General,elite
Torterra (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Torterra (Shadow),Sand Tomb,charged,ground,1.2,25,0,1,,,40.0,0.62,100% chance -1 Def opponent,Debuff Spam/Bait,
Torterra (Shadow),Solar Beam,charged,grass,1.2,150,0,1,,,80.0,1.88,,Nuke,
Torterra (Shadow),Stone Edge,charged,rock,1.0,100,0,1,,,55.0,1.82,,Nuke,
Totodile,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Totodile,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,,,,General,
Totodile,Aqua Jet,charged,water,1.2,45,0,1,,,45.0,1.0,,General,
Totodile,Crunch,charged,dark,1.0,70,0,1,,,45.0,1.56,30.0% chance -1 Def opponent,Debuff,
Totodile,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Totodile,Water Pulse,charged,water,1.2,80,0,1,,,55.0,1.45,,General,
Totodile (Shadow),Scratch,fast,normal,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Totodile (Shadow),Water Gun,fast,water,1.2,3,3,1,3.0,3.0,,,,General,
Totodile (Shadow),Aqua Jet,charged,water,1.2,45,0,1,,,45.0,1.0,,General,
Totodile (Shadow),Crunch,charged,dark,1.0,70,0,1,,,45.0,1.56,30.0% chance -1 Def opponent,Debuff,
Totodile (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Totodile (Shadow),Water Pulse,charged,water,1.2,80,0,1,,,55.0,1.45,,General,
Toucannon,Bullet Seed,fast,grass,1.0,5,13,3,1.67,4.33,,,,Fast Charge,
Toucannon,Peck,fast,flying,1.2,6,5,2,3.0,2.5,,,,Low Quality,
Toucannon,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,,,,Low Quality,
Toucannon,Drill Peck,charged,flying,1.2,65,0,1,,,40.0,1.62,,Spam/Bait,
Toucannon,Flash Cannon,charged,steel,1.0,110,0,1,,,70.0,1.57,,Nuke,
Toucannon,Rock Blast,charged,rock,1.0,50,0,1,,,40.0,1.25,,Spam/Bait,
Toxapex,Bite,fast,dark,1.0,4,2,1,4.0,2.0,,,,Heavy Damage,
Toxapex,Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,,,,General,
Toxapex,Brine,charged,water,1.2,60,0,1,,,50.0,1.2,,General,
Toxapex,Gunk Shot,charged,poison,1.2,130,0,1,,,75.0,1.73,,Nuke,
Toxapex,Sludge Wave,charged,poison,1.2,110,0,1,,,65.0,1.69,,Nuke,
Toxel,Acid,fast,poison,1.2,6,5,2,3.0,2.5,,,,Low Quality,
Toxel,Power-Up Punch,charged,fighting,1.0,20,0,1,,,35.0,0.57,100% chance +1 Atk self,Boost Spam/Bait,
Toxicroak,Counter,fast,fighting,1.2,8,6,2,4.0,3.0,,,,Multipurpose,
Toxicroak,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,,,,Fast Charge,
Toxicroak,Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,,,,General,
Toxicroak,Dynamic Punch,charged,fighting,1.2,90,0,1,,,50.0,1.8,,General,
Toxicroak,Mud Bomb,charged,ground,1.0,60,0,1,,,40.0,1.5,,Spam/Bait,
Toxicroak,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Toxicroak,Shadow Ball,charged,ghost,1.0,100,0,1,,,55.0,1.82,,Nuke,
Toxicroak,Sludge Bomb,charged,poison,1.2,80,0,1,,,50.0,1.6,,General,
Toxicroak (Shadow),Counter,fast,fighting,1.2,8,6,2,4.0,3.0,,,,Multipurpose,
Toxicroak (Shadow),Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,,,,Fast Charge,
Toxicroak (Shadow),Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,,,,General,
Toxicroak (Shadow),Dynamic Punch,charged,fighting,1.2,90,0,1,,,50.0,1.8,,General,
Toxicroak (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Toxicroak (Shadow),Mud Bomb,charged,ground,1.0,60,0,1,,,40.0,1.5,,Spam/Bait,
Toxicroak (Shadow),Shadow Ball,charged,ghost,1.0,100,0,1,,,55.0,1.82,,Nuke,
Toxicroak (Shadow),Sludge Bomb,charged,poison,1.2,80,0,1,,,50.0,1.6,,General,
Toxtricity,Acid,fast,poison,1.2,6,5,2,3.0,2.5,,,,Low Quality,
Toxtricity,Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,,,,General,
Toxtricity,Spark,fast,electric,1.2,5,7,2,2.5,3.5,,,,General,
Toxtricity,Acid Spray,charged,poison,1.2,20,0,1,,,45.0,0.44,100% chance -2 Def opponent,Debuff,
Toxtricity,Discharge,charged,electric,1.2,65,0,1,,,45.0,1.44,,General,
Toxtricity,Power-Up Punch,charged,fighting,1.0,20,0,1,,,35.0,0.57,100% chance +1 Atk self,Boost Spam/Bait,
Toxtricity,Wild Charge,charged,electric,1.2,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Toxtricity (Amped),Acid,fast,poison,1.2,6,5,2,3.0,2.5,,,,Low Quality,
Toxtricity (Amped),Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,,,,General,
Toxtricity (Amped),Spark,fast,electric,1.2,5,7,2,2.5,3.5,,,,General,
Toxtricity (Amped),Acid Spray,charged,poison,1.2,20,0,1,,,45.0,0.44,100% chance -2 Def opponent,Debuff,
Toxtricity (Amped),Discharge,charged,electric,1.2,65,0,1,,,45.0,1.44,,General,
Toxtricity (Amped),Power-Up Punch,charged,fighting,1.0,20,0,1,,,35.0,0.57,100% chance +1 Atk self,Boost Spam/Bait,
Toxtricity (Amped),Wild Charge,charged,electric,1.2,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Toxtricity (Low Key),Acid,fast,poison,1.2,6,5,2,3.0,2.5,,,,Low Quality,
Toxtricity (Low Key),Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,,,,General,
Toxtricity (Low Key),Spark,fast,electric,1.2,5,7,2,2.5,3.5,,,,General,
Toxtricity (Low Key),Acid Spray,charged,poison,1.2,20,0,1,,,45.0,0.44,100% chance -2 Def opponent,Debuff,
Toxtricity (Low Key),Discharge,charged,electric,1.2,65,0,1,,,45.0,1.44,,General,
Toxtricity (Low Key),Power-Up Punch,charged,fighting,1.0,20,0,1,,,35.0,0.57,100% chance +1 Atk self,Boost Spam/Bait,
Toxtricity (Low Key),Wild Charge,charged,electric,1.2,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Tranquill,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,,,,General,
Tranquill,Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,,,,General,
Tranquill,Aerial Ace,charged,flying,1.2,55,0,1,,,40.0,1.38,,General,
Tranquill,Heat Wave,charged,fire,1.0,95,0,1,,,75.0,1.27,,High Energy,
Tranquill,Return,charged,normal,1.2,130,0,1,,,70.0,1.86,,Nuke,
Tranquill,Sky Attack,charged,flying,1.2,85,0,1,,,55.0,1.55,,High Energy,
Tranquill (Shadow),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,,,,General,
Tranquill (Shadow),Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,,,,General,
Tranquill (Shadow),Aerial Ace,charged,flying,1.2,55,0,1,,,40.0,1.38,,General,
Tranquill (Shadow),Frustration,charged,normal,1.2,10,0,1,,,70.0,0.14,,High Energy,
Tranquill (Shadow),Heat Wave,charged,fire,1.0,95,0,1,,,75.0,1.27,,High Energy,
Tranquill (Shadow),Sky Attack,charged,flying,1.2,85,0,1,,,55.0,1.55,,High Energy,
Trapinch,Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,,,,Fast Charge,
Trapinch,Sand Attack,fast,ground,1.2,2,4,1,2.0,4.0,,,,Fast Charge,
Trapinch,Struggle Bug,fast,bug,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Trapinch,Crunch,charged,dark,1.0,70,0,1,,,45.0,1.56,30.0% chance -1 Def opponent,Debuff,
Trapinch,Dig,charged,ground,1.2,70,0,1,,,50.0,1.4,,High Energy,
Trapinch,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Trapinch,Sand Tomb,charged,ground,1.2,25,0,1,,,40.0,0.62,100% chance -1 Def opponent,Debuff Spam/Bait,
Trapinch,Scorching Sands,charged,ground,1.2,80,0,1,,,50.0,1.6,30.0% chance -1 Atk opponent,High Energy Debuff,
Trapinch (Shadow),Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,,,,Fast Charge,
Trapinch (Shadow),Sand Attack,fast,ground,1.2,2,4,1,2.0,4.0,,,,Fast Charge,
Trapinch (Shadow),Struggle Bug,fast,bug,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Trapinch (Shadow),Crunch,charged,dark,1.0,70,0,1,,,45.0,1.56,30.0% chance -1 Def opponent,Debuff,
Trapinch (Shadow),Dig,charged,ground,1.2,70,0,1,,,50.0,1.4,,High Energy,
Trapinch (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Trapinch (Shadow),Sand Tomb,charged,ground,1.2,25,0,1,,,40.0,0.62,100% chance -1 Def opponent,Debuff Spam/Bait,
Trapinch (Shadow),Scorching Sands,charged,ground,1.2,80,0,1,,,50.0,1.6,30.0% chance -1 Atk opponent,High Energy Debuff,
Treecko,Bullet Seed,fast,grass,1.2,5,13,3,1.67,4.33,,,,Fast Charge,
Treecko,Pound,fast,normal,1.0,4,4,2,2.0,2.0,,,,Low Quality,
Treecko,Aerial Ace,charged,flying,1.0,55,0,1,,,40.0,1.38,,General,
Treecko,Energy Ball,charged,grass,1.2,90,0,1,,,55.0,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Treecko,Grass Knot,charged,grass,1.2,90,0,1,,,50.0,1.8,,General,
Treecko,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Treecko (Shadow),Bullet Seed,fast,grass,1.2,5,13,3,1.67,4.33,,,,Fast Charge,
Treecko (Shadow),Pound,fast,normal,1.0,4,4,2,2.0,2.0,,,,Low Quality,
Treecko (Shadow),Aerial Ace,charged,flying,1.0,55,0,1,,,40.0,1.38,,General,
Treecko (Shadow),Energy Ball,charged,grass,1.2,90,0,1,,,55.0,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Treecko (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Treecko (Shadow),Grass Knot,charged,grass,1.2,90,0,1,,,50.0,1.8,,General,
Trevenant,Shadow Claw,fast,ghost,1.2,6,8,2,3.0,4.0,,,,Multipurpose,
Trevenant,Sucker Punch,fast,dark,1.0,8,7,2,4.0,3.5,,,,Multipurpose,
Trevenant,Foul Play,charged,dark,1.0,70,0,1,,,45.0,1.56,,General,
Trevenant,Seed Bomb,charged,grass,1.2,65,0,1,,,45.0,1.44,,General,
Trevenant,Shadow Ball,charged,ghost,1.2,100,0,1,,,55.0,1.82,,Nuke,
Tropius,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,,,,General,
Tropius,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,,,,Heavy Damage,
Tropius,Aerial Ace,charged,flying,1.2,55,0,1,,,40.0,1.38,,General,
Tropius,Brutal Swing,charged,dark,1.0,55,0,1,,,35.0,1.57,,Spam/Bait,
Tropius,Leaf Blade,charged,grass,1.2,70,0,1,,,35.0,2.0,,Spam/Bait,
Tropius,Stomp,charged,normal,1.0,55,0,1,,,40.0,1.38,,Spam/Bait,
Trubbish,Pound,fast,normal,1.0,4,4,2,2.0,2.0,,,,Low Quality,
Trubbish,Take Down,fast,normal,1.0,5,8,3,1.67,2.67,,,,Low Quality,
Trubbish,Gunk Shot,charged,poison,1.2,130,0,1,,,75.0,1.73,,Nuke,
Trubbish,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Trubbish,Seed Bomb,charged,grass,1.0,65,0,1,,,45.0,1.44,,General,
Trubbish (Shadow),Pound,fast,normal,1.0,4,4,2,2.0,2.0,,,,Low Quality,
Trubbish (Shadow),Take Down,fast,normal,1.0,5,8,3,1.67,2.67,,,,Low Quality,
Trubbish (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Trubbish (Shadow),Gunk Shot,charged,poison,1.2,130,0,1,,,75.0,1.73,,Nuke,
Trubbish (Shadow),Seed Bomb,charged,grass,1.0,65,0,1,,,45.0,1.44,,General,
Trumbeak,Peck,fast,flying,1.2,6,5,2,3.0,2.5,,,,Low Quality,
Trumbeak,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,,,,Low Quality,
Trumbeak,Drill Peck,charged,flying,1.2,65,0,1,,,40.0,1.62,,Spam/Bait,
Trumbeak,Rock Blast,charged,rock,1.0,50,0,1,,,40.0,1.25,,Spam/Bait,
Trumbeak,Sky Attack,charged,flying,1.2,85,0,1,,,55.0,1.55,,High Energy,
Tsareena,Charm,fast,fairy,1.0,15,6,3,5.0,2.0,,,,Heavy Damage,
Tsareena,Magical Leaf,fast,grass,1.2,10,10,3,3.33,3.33,,,,General,
Tsareena,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,,,,Heavy Damage,
Tsareena,Draining Kiss,charged,fairy,1.0,60,0,1,,,55.0,1.09,,High Energy,
Tsareena,Energy Ball,charged,grass,1.2,90,0,1,,,55.0,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Tsareena,Grass Knot,charged,grass,1.2,90,0,1,,,50.0,1.8,,General,
Tsareena,High Jump Kick,charged,fighting,1.0,110,0,1,,,55.0,2.0,10.0% chance -4 Def self,Self-Debuff Nuke,elite
Tsareena,Stomp,charged,normal,1.0,55,0,1,,,40.0,1.38,,Spam/Bait,
Tsareena,Triple Axel,charged,ice,1.0,60,0,1,,,45.0,1.33,100% chance +1 Atk self,Boost,
Turtonator,Ember,fast,fire,1.2,7,6,2,3.5,3.0,,,,Heavy Damage,
Turtonator,Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,,,,General,
Turtonator,Incinerate,fast,fire,1.2,20,20,5,4.0,4.0,,,,Multipurpose,
Turtonator,Dragon Pulse,charged,dragon,1.2,90,0,1,,,60.0,1.5,,High Energy,
Turtonator,Flamethrower,charged,fire,1.2,90,0,1,,,55.0,1.64,,High Energy,
Turtonator,Flash Cannon,charged,steel,1.0,110,0,1,,,70.0,1.57,,Nuke,
Turtonator,Overheat,charged,fire,1.2,130,0,1,,,55.0,2.36,100% chance -2 Atk self,Self-Debuff Nuke,
Turtwig,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,,,,Heavy Damage,
Turtwig,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Turtwig,Body Slam,charged,normal,1.0,50,0,1,,,35.0,1.43,,Spam/Bait,
Turtwig,Energy Ball,charged,grass,1.2,90,0,1,,,55.0,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Turtwig,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Turtwig,Seed Bomb,charged,grass,1.2,65,0,1,,,45.0,1.44,,General,
Turtwig (Shadow),Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,,,,Heavy Damage,
Turtwig (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Turtwig (Shadow),Body Slam,charged,normal,1.0,50,0,1,,,35.0,1.43,,Spam/Bait,
Turtwig (Shadow),Energy Ball,charged,grass,1.2,90,0,1,,,55.0,1.64,10.0% chance -1 Def opponent,High Energy Debuff,
Turtwig (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Turtwig (Shadow),Seed Bomb,charged,grass,1.2,65,0,1,,,45.0,1.44,,General,
Tympole,Bubble,fast,water,1.2,8,11,3,2.67,3.67,,,,Fast Charge,
Tympole,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,,,,Fast Charge,
Tympole,Mud Bomb,charged,ground,1.0,60,0,1,,,40.0,1.5,,Spam/Bait,
Tympole,Sludge Wave,charged,poison,1.0,110,0,1,,,65.0,1.69,,Nuke,
Tympole,Water Pulse,charged,water,1.2,80,0,1,,,55.0,1.45,,General,
Tynamo,Spark,fast,electric,1.2,5,7,2,2.5,3.5,,,,General,
Tynamo,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Tynamo,Struggle,charged,normal,1.0,35,0,1,,,100.0,0.35,,High Energy,
Type (Null),Tackle,fast,normal,1.2,3,3,1,3.0,3.0,,,,General,
Type (Null),Take Down,fast,normal,1.2,5,8,3,1.67,2.67,,,,Low Quality,
Type (Null),Aerial Ace,charged,flying,1.0,55,0,1,,,40.0,1.38,,General,
Type (Null),Iron Head,charged,steel,1.0,70,0,1,,,50.0,1.4,,General,
Type (Null),Tri Attack,charged,normal,1.2,65,0,1,,,50.0,1.3,50.0% chance -1 Atk -1 Def opponent,Debuff,
Typhlosion,Ember,fast,fire,1.2,7,6,2,3.5,3.0,,,,Heavy Damage,
Typhlosion,Incinerate,fast,fire,1.2,20,20,5,4.0,4.0,,,,Multipurpose,
Typhlosion,Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,,,,Multipurpose,
Typhlosion,Blast Burn,charged,fire,1.2,110,0,1,,,50.0,2.2,,General,elite
Typhlosion,Fire Blast,charged,fire,1.2,140,0,1,,,80.0,1.75,,Nuke,
Typhlosion,Overheat,charged,fire,1.2,130,0,1,,,55.0,2.36,100% chance -2 Atk self,Self-Debuff Nuke,
Typhlosion,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Typhlosion,Solar Beam,charged,grass,1.0,150,0,1,,,80.0,1.88,,Nuke,
Typhlosion,Thunder Punch,charged,electric,1.0,60,0,1,,,40.0,1.5,,Spam/Bait,
Typhlosion (Hisuian),Ember,fast,fire,1.2,7,6,2,3.5,3.0,,,,Heavy Damage,
Typhlosion (Hisuian),Hex,fast,ghost,1.2,6,12,3,2.0,4.0,,,,Fast Charge,
Typhlosion (Hisuian),Fire Punch,charged,fire,1.2,60,0,1,,,40.0,1.5,,Spam/Bait,
Typhlosion (Hisuian),Night Shade,charged,ghost,1.2,80,0,1,,,45.0,1.78,,General,
Typhlosion (Hisuian),Overheat,charged,fire,1.2,130,0,1,,,55.0,2.36,100% chance -2 Atk self,Self-Debuff Nuke,
Typhlosion (Hisuian),Shadow Ball,charged,ghost,1.2,100,0,1,,,55.0,1.82,,Nuke,
Typhlosion (Hisuian),Wild Charge,charged,electric,1.0,100,0,1,,,45.0,2.22,100% chance -2 Def self,Self-Debuff,
Typhlosion (Shadow),Ember,fast,fire,1.2,7,6,2,3.5,3.0,,,,Heavy Damage,
Typhlosion (Shadow),Incinerate,fast,fire,1.2,20,20,5,4.0,4.0,,,,Multipurpose,
Typhlosion (Shadow),Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,,,,Multipurpose,
Typhlosion (Shadow),Blast Burn,charged,fire,1.2,110,0,1,,,50.0,2.2,,General,elite
Typhlosion (Shadow),Fire Blast,charged,fire,1.2,140,0,1,,,80.0,1.75,,Nuke,
Typhlosion (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Typhlosion (Shadow),Overheat,charged,fire,1.2,130,0,1,,,55.0,2.36,100% chance -2 Atk self,Self-Debuff Nuke,
Typhlosion (Shadow),Solar Beam,charged,grass,1.0,150,0,1,,,80.0,1.88,,Nuke,
Typhlosion (Shadow),Thunder Punch,charged,electric,1.0,60,0,1,,,40.0,1.5,,Spam/Bait,
Tyranitar,Bite,fast,dark,1.2,4,2,1,4.0,2.0,,,,Heavy Damage,
Tyranitar,Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,,,,General,
Tyranitar,Smack Down,fast,rock,1.2,11,8,3,3.67,2.67,,,,Heavy Damage,elite
Tyranitar,Brutal Swing,charged,dark,1.2,55,0,1,,,35.0,1.57,,Spam/Bait,
Tyranitar,Crunch,charged,dark,1.2,70,0,1,,,45.0,1.56,30.0% chance -1 Def opponent,Debuff,
Tyranitar,Fire Blast,charged,fire,1.0,140,0,1,,,80.0,1.75,,Nuke,
Tyranitar,Return,charged,normal,1.0,130,0,1,,,70.0,1.86,,Nuke,
Tyranitar,Stone Edge,charged,rock,1.2,100,0,1,,,55.0,1.82,,Nuke,
Tyranitar (Mega),Bite,fast,dark,1.2,4,2,1,4.0,2.0,,,,Heavy Damage,
Tyranitar (Mega),Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,,,,General,
Tyranitar (Mega),Smack Down,fast,rock,1.2,11,8,3,3.67,2.67,,,,Heavy Damage,elite
Tyranitar (Mega),Brutal Swing,charged,dark,1.2,55,0,1,,,35.0,1.57,,Spam/Bait,
Tyranitar (Mega),Crunch,charged,dark,1.2,70,0,1,,,45.0,1.56,30.0% chance -1 Def opponent,Debuff,
Tyranitar (Mega),Fire Blast,charged,fire,1.0,140,0,1,,,80.0,1.75,,Nuke,
Tyranitar (Mega),Stone Edge,charged,rock,1.2,100,0,1,,,55.0,1.82,,Nuke,
Tyranitar (Shadow),Bite,fast,dark,1.2,4,2,1,4.0,2.0,,,,Heavy Damage,
Tyranitar (Shadow),Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,,,,General,
Tyranitar (Shadow),Smack Down,fast,rock,1.2,11,8,3,3.67,2.67,,,,Heavy Damage,elite
Tyranitar (Shadow),Brutal Swing,charged,dark,1.2,55,0,1,,,35.0,1.57,,Spam/Bait,
Tyranitar (Shadow),Crunch,charged,dark,1.2,70,0,1,,,45.0,1.56,30.0% chance -1 Def opponent,Debuff,
Tyranitar (Shadow),Fire Blast,charged,fire,1.0,140,0,1,,,80.0,1.75,,Nuke,
Tyranitar (Shadow),Frustration,charged,normal,1.0,10,0,1,,,70.0,0.14,,High Energy,
Tyranitar (Shadow),Stone Edge,charged,rock,1.2,100,0,1,,,55.0,1.82,,Nuke,
Tyrantrum,Charm,fast,fairy,1.0,15,6,3,5.0,2.0,,,,Heavy Damage,
Tyrantrum,Dragon Tail,fast,dragon,1.2,13,9,3,4.33,3.0,,,,Multipurpose,
Tyrantrum,Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,,,,Heavy Damage,
Tyrantrum,Crunch,charged,dark,1.0,70,0,1,,,45.0,1.56,30.0% chance -1 Def opponent,Debuff,
Tyrantrum,Earthquake,charged,ground,1.0,110,0,1,,,65.0,1.69,,Nuke,
Tyrantrum,Meteor Beam,charged,rock,1.2,120,0,1,,,60.0,2.0,100% chance +1 Atk self,Boost Nuke,
Tyrantrum,Outrage,charged,dragon,1.2,110,0,1,,,60.0,1.83,,Nuke,
Tyrantrum,Stone Edge,charged,rock,1.2,100,0,1,,,55.0,1.82,,Nuke,
Tyrogue,Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,,,,Low Quality,
Tyrogue,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Tyrogue,Brick Break,charged,fighting,1.2,40,0,1,,,40.0,1.0,100% chance -1 Def opponent,Debuff Spam/Bait,
Tyrogue,Low Sweep,charged,fighting,1.2,40,0,1,,,40.0,1.0,,Spam/Bait,
Tyrogue,Rock Slide,charged,rock,1.0,65,0,1,,,45.0,1.44,,General,
Tyrunt,Dragon Tail,fast,dragon,1.2,13,9,3,4.33,3.0,,,,Multipurpose,
Tyrunt,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,,,,General,
Tyrunt,Ancient Power,charged,rock,1.2,60,0,1,,,45.0,1.33,10.0% chance +1 Atk +1 Def self,Boost,
Tyrunt,Dragon Claw,charged,dragon,1.2,50,0,1,,,35.0,1.43,,Spam/Bait,
Tyrunt,Stomp,charged,normal,1.0,55,0,1,,,40.0,1.38,,Spam/Bait,
Umbreon,Feint Attack,fast,dark,1.2,6,6,2,3.0,3.0,,,,General,
Umbreon,Snarl,fast,dark,1.2,5,13,3,1.67,4.33,,,,Fast Charge,
Umbreon,Dark Pulse,charged,dark,1.2,80,0,1,,,50.0,1.6,,General,
Umbreon,Foul Play,charged,dark,1.2,70,0,1,,,45.0,1.56,,General,
Umbreon,Last Resort,charged,normal,1.0,90,0,1,,,55.0,1.64,,High Energy,elite
Umbreon,Psychic,charged,psychic,1.0,75,0,1,,,55.0,1.36,10.0% chance -1 Def opponent,High Energy Debuff,elite
Unfezant,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,,,,General,
Unfezant,Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,,,,General,
Unfezant,Heat Wave,charged,fire,1.0,95,0,1,,,75.0,1.27,,High Energy,
Unfezant,Hyper Beam,charged,normal,1.2,150,0,1,,,80.0,1.88,,Nuke,
Unfezant,Return,charged,normal,1.2,130,0,1,,,70.0,1.86,,Nuke,
Unfezant,Sky Attack,charged,flying,1.2,85,0,1,,,55.0,1.55,,High Energy,
Unfezant (Shadow),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,,,,General,
Unfezant (Shadow),Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,,,,General,
Unfezant (Shadow),Frustration,charged,normal,1.2,10,0,1,,,70.0,0.14,,High Energy,
Unfezant (Shadow),Heat Wave,charged,fire,1.0,95,0,1,,,75.0,1.27,,High Energy,
Unfezant (Shadow),Hyper Beam,charged,normal,1.2,150,0,1,,,80.0,1.88,,Nuke,
Unfezant (Shadow),Sky Attack,charged,flying,1.2,85,0,1,,,55.0,1.55,,High Energy,
Unown,Hidden Power (Bug),fast,bug,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Unown,Hidden Power (Dark),fast,dark,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Unown,Hidden Power (Dragon),fast,dragon,1.0,9,8,3,3.0,2.67,,,,Low Quality,
Unown,Hidden Power (Electric),fast,electric,1.0,9,8,3,3.0,2.67,,,,Low Quality,
