pokemon,move,move_kind,type,stab_bonus,damage,energy_gain,turns,damage_per_turn,energy_per_turn,archetype,notes
Tinkatink,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Tinkaton,Fairy Wind,fast,fairy,1.2,4,9,2,2.0,4.5,Fast Charge,
Tinkaton,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Tinkatuff,Fairy Wind,fast,fairy,1.2,4,9,2,2.0,4.5,Fast Charge,
Tinkatuff,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Tirtouga,Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Tirtouga,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Tirtouga (Shadow),Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Tirtouga (Shadow),Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Toedscool,Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,Fast Charge,
Toedscool,Mud Slap,fast,ground,1.2,12,10,3,4.0,3.33,Multipurpose,
Toedscruel,Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,Fast Charge,
Toedscruel,Mud Slap,fast,ground,1.2,12,10,3,4.0,3.33,Multipurpose,
Togedemaru,Spark,fast,electric,1.2,5,7,2,2.5,3.5,General,
Togedemaru,Thunder Shock,fast,electric,1.2,4,9,2,2.0,4.5,Fast Charge,
Togekiss,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Togekiss,Charm,fast,fairy,1.2,15,6,3,5.0,2.0,Heavy Damage,
Togekiss,Hidden Power (Bug),fast,bug,1.0,9,8,3,3.0,2.67,Low Quality,
Togekiss,Hidden Power (Dark),fast,dark,1.0,9,8,3,3.0,2.67,Low Quality,
Togekiss,Hidden Power (Dragon),fast,dragon,1.0,9,8,3,3.0,2.67,Low Quality,
Togekiss,Hidden Power (Electric),fast,electric,1.0,9,8,3,3.0,2.67,Low Quality,
Togekiss,Hidden Power (Fighting),fast,fighting,1.0,9,8,3,3.0,2.67,Low Quality,
Togekiss,Hidden Power (Fire),fast,fire,1.0,9,8,3,3.0,2.67,Low Quality,
Togekiss,Hidden Power (Flying),fast,flying,1.2,9,8,3,3.0,2.67,Low Quality,
Togekiss,Hidden Power (Ghost),fast,ghost,1.0,9,8,3,3.0,2.67,Low Quality,
Togekiss,Hidden Power (Grass),fast,grass,1.0,9,8,3,3.0,2.67,Low Quality,
Togekiss,Hidden Power (Ground),fast,ground,1.0,9,8,3,3.0,2.67,Low Quality,
Togekiss,Hidden Power (Ice),fast,ice,1.0,9,8,3,3.0,2.67,Low Quality,
Togekiss,Hidden Power (Poison),fast,poison,1.0,9,8,3,3.0,2.67,Low Quality,
Togekiss,Hidden Power (Psychic),fast,psychic,1.0,9,8,3,3.0,2.67,Low Quality,
Togekiss,Hidden Power (Rock),fast,rock,1.0,9,8,3,3.0,2.67,Low Quality,
Togekiss,Hidden Power (Steel),fast,steel,1.0,9,8,3,3.0,2.67,Low Quality,
Togekiss,Hidden Power (Water),fast,water,1.0,9,8,3,3.0,2.67,Low Quality,
Togepi,Hidden Power (Bug),fast,bug,1.0,9,8,3,3.0,2.67,Low Quality,
Togepi,Hidden Power (Dark),fast,dark,1.0,9,8,3,3.0,2.67,Low Quality,
Togepi,Hidden Power (Dragon),fast,dragon,1.0,9,8,3,3.0,2.67,Low Quality,
Togepi,Hidden Power (Electric),fast,electric,1.0,9,8,3,3.0,2.67,Low Quality,
Togepi,Hidden Power (Fighting),fast,fighting,1.0,9,8,3,3.0,2.67,Low Quality,
Togepi,Hidden Power (Fire),fast,fire,1.0,9,8,3,3.0,2.67,Low Quality,
Togepi,Hidden Power (Flying),fast,flying,1.0,9,8,3,3.0,2.67,Low Quality,
Togepi,Hidden Power (Ghost),fast,ghost,1.0,9,8,3,3.0,2.67,Low Quality,
Togepi,Hidden Power (Grass),fast,grass,1.0,9,8,3,3.0,2.67,Low Quality,
Togepi,Hidden Power (Ground),fast,ground,1.0,9,8,3,3.0,2.67,Low Quality,
Togepi,Hidden Power (Ice),fast,ice,1.0,9,8,3,3.0,2.67,Low Quality,
Togepi,Hidden Power (Poison),fast,poison,1.0,9,8,3,3.0,2.67,Low Quality,
Togepi,Hidden Power (Psychic),fast,psychic,1.0,9,8,3,3.0,2.67,Low Quality,
Togepi,Hidden Power (Rock),fast,rock,1.0,9,8,3,3.0,2.67,Low Quality,
Togepi,Hidden Power (Steel),fast,steel,1.0,9,8,3,3.0,2.67,Low Quality,
Togepi,Hidden Power (Water),fast,water,1.0,9,8,3,3.0,2.67,Low Quality,
Togepi,Peck,fast,flying,1.0,6,5,2,3.0,2.5,Low Quality,
Togepi,Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,Low Quality,elite
Togetic,Extrasensory,fast,psychic,1.0,8,10,3,2.67,3.33,General,
Togetic,Fairy Wind,fast,fairy,1.2,4,9,2,2.0,4.5,Fast Charge,
Togetic,Hidden Power (Bug),fast,bug,1.0,9,8,3,3.0,2.67,Low Quality,
Togetic,Hidden Power (Dark),fast,dark,1.0,9,8,3,3.0,2.67,Low Quality,
Togetic,Hidden Power (Dragon),fast,dragon,1.0,9,8,3,3.0,2.67,Low Quality,
Togetic,Hidden Power (Electric),fast,electric,1.0,9,8,3,3.0,2.67,Low Quality,
Togetic,Hidden Power (Fighting),fast,fighting,1.0,9,8,3,3.0,2.67,Low Quality,
Togetic,Hidden Power (Fire),fast,fire,1.0,9,8,3,3.0,2.67,Low Quality,
Togetic,Hidden Power (Flying),fast,flying,1.2,9,8,3,3.0,2.67,Low Quality,
Togetic,Hidden Power (Ghost),fast,ghost,1.0,9,8,3,3.0,2.67,Low Quality,
Togetic,Hidden Power (Grass),fast,grass,1.0,9,8,3,3.0,2.67,Low Quality,
Togetic,Hidden Power (Ground),fast,ground,1.0,9,8,3,3.0,2.67,Low Quality,
Togetic,Hidden Power (Ice),fast,ice,1.0,9,8,3,3.0,2.67,Low Quality,
Togetic,Hidden Power (Poison),fast,poison,1.0,9,8,3,3.0,2.67,Low Quality,
Togetic,Hidden Power (Psychic),fast,psychic,1.0,9,8,3,3.0,2.67,Low Quality,
Togetic,Hidden Power (Rock),fast,rock,1.0,9,8,3,3.0,2.67,Low Quality,
Togetic,Hidden Power (Steel),fast,steel,1.0,9,8,3,3.0,2.67,Low Quality,
Togetic,Hidden Power (Water),fast,water,1.0,9,8,3,3.0,2.67,Low Quality,
Togetic,Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,General,elite
Togetic,Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,Low Quality,elite
Torchic,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Torchic,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Torchic (Shadow),Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Torchic (Shadow),Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Torkoal,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Torkoal,Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Tornadus (Incarnate),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Tornadus (Incarnate),Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Tornadus (Therian),Astonish,fast,ghost,1.0,12,10,3,4.0,3.33,Multipurpose,
Tornadus (Therian),Gust,fast,flying,1.2,16,12,4,4.0,3.0,Multipurpose,
Torracat,Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Torracat,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Torterra,Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Torterra,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Torterra (Shadow),Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Torterra (Shadow),Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Totodile,Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Totodile,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Totodile (Shadow),Scratch,fast,normal,1.0,4,2,1,4.0,2.0,Heavy Damage,
Totodile (Shadow),Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Toucannon,Bullet Seed,fast,grass,1.0,5,13,3,1.67,4.33,Fast Charge,
Toucannon,Peck,fast,flying,1.2,6,5,2,3.0,2.5,Low Quality,
Toucannon,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Toxapex,Bite,fast,dark,1.0,4,2,1,4.0,2.0,Heavy Damage,
Toxapex,Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,General,
Toxel,Acid,fast,poison,1.2,6,5,2,3.0,2.5,Low Quality,
Toxicroak,Counter,fast,fighting,1.2,8,6,2,4.0,3.0,Multipurpose,
Toxicroak,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Toxicroak,Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,General,
Toxicroak (Shadow),Counter,fast,fighting,1.2,8,6,2,4.0,3.0,Multipurpose,
Toxicroak (Shadow),Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Toxicroak (Shadow),Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,General,
Toxtricity,Acid,fast,poison,1.2,6,5,2,3.0,2.5,Low Quality,
Toxtricity,Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,General,
Toxtricity,Spark,fast,electric,1.2,5,7,2,2.5,3.5,General,
Toxtricity (Amped),Acid,fast,poison,1.2,6,5,2,3.0,2.5,Low Quality,
Toxtricity (Amped),Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,General,
Toxtricity (Amped),Spark,fast,electric,1.2,5,7,2,2.5,3.5,General,
Toxtricity (Low Key),Acid,fast,poison,1.2,6,5,2,3.0,2.5,Low Quality,
Toxtricity (Low Key),Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,General,
Toxtricity (Low Key),Spark,fast,electric,1.2,5,7,2,2.5,3.5,General,
Tranquill,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Tranquill,Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,General,
Tranquill (Shadow),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Tranquill (Shadow),Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,General,
Trapinch,Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,Fast Charge,
Trapinch,Sand Attack,fast,ground,1.2,2,4,1,2.0,4.0,Fast Charge,
Trapinch,Struggle Bug,fast,bug,1.0,9,8,3,3.0,2.67,Low Quality,
Trapinch (Shadow),Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,Fast Charge,
Trapinch (Shadow),Sand Attack,fast,ground,1.2,2,4,1,2.0,4.0,Fast Charge,
Trapinch (Shadow),Struggle Bug,fast,bug,1.0,9,8,3,3.0,2.67,Low Quality,
Treecko,Bullet Seed,fast,grass,1.2,5,13,3,1.67,4.33,Fast Charge,
Treecko,Pound,fast,normal,1.0,4,4,2,2.0,2.0,Low Quality,
Treecko (Shadow),Bullet Seed,fast,grass,1.2,5,13,3,1.67,4.33,Fast Charge,
Treecko (Shadow),Pound,fast,normal,1.0,4,4,2,2.0,2.0,Low Quality,
Trevenant,Shadow Claw,fast,ghost,1.2,6,8,2,3.0,4.0,Multipurpose,
Trevenant,Sucker Punch,fast,dark,1.0,8,7,2,4.0,3.5,Multipurpose,
Tropius,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Tropius,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Trubbish,Pound,fast,normal,1.0,4,4,2,2.0,2.0,Low Quality,
Trubbish,Take Down,fast,normal,1.0,5,8,3,1.67,2.67,Low Quality,
Trubbish (Shadow),Pound,fast,normal,1.0,4,4,2,2.0,2.0,Low Quality,
Trubbish (Shadow),Take Down,fast,normal,1.0,5,8,3,1.67,2.67,Low Quality,
Trumbeak,Peck,fast,flying,1.2,6,5,2,3.0,2.5,Low Quality,
Trumbeak,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Tsareena,Charm,fast,fairy,1.0,15,6,3,5.0,2.0,Heavy Damage,
Tsareena,Magical Leaf,fast,grass,1.2,10,10,3,3.33,3.33,General,
Tsareena,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Turtonator,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Turtonator,Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Turtonator,Incinerate,fast,fire,1.2,20,20,5,4.0,4.0,Multipurpose,
Turtwig,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Turtwig,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Turtwig (Shadow),Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Turtwig (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Tympole,Bubble,fast,water,1.2,8,11,3,2.67,3.67,Fast Charge,
Tympole,Mud Shot,fast,ground,1.0,4,8,2,2.0,4.0,Fast Charge,
Tynamo,Spark,fast,electric,1.2,5,7,2,2.5,3.5,General,
Tynamo,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Type (Null),Tackle,fast,normal,1.2,3,3,1,3.0,3.0,General,
Type (Null),Take Down,fast,normal,1.2,5,8,3,1.67,2.67,Low Quality,
Typhlosion,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Typhlosion,Incinerate,fast,fire,1.2,20,20,5,4.0,4.0,Multipurpose,
Typhlosion,Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,Multipurpose,
Typhlosion (Hisuian),Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Typhlosion (Hisuian),Hex,fast,ghost,1.2,6,12,3,2.0,4.0,Fast Charge,
Typhlosion (Shadow),Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Typhlosion (Shadow),Incinerate,fast,fire,1.2,20,20,5,4.0,4.0,Multipurpose,
Typhlosion (Shadow),Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,Multipurpose,
Tyranitar,Bite,fast,dark,1.2,4,2,1,4.0,2.0,Heavy Damage,
Tyranitar,Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,General,
Tyranitar,Smack Down,fast,rock,1.2,11,8,3,3.67,2.67,Heavy Damage,elite
Tyranitar (Mega),Bite,fast,dark,1.2,4,2,1,4.0,2.0,Heavy Damage,
Tyranitar (Mega),Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,General,
Tyranitar (Mega),Smack Down,fast,rock,1.2,11,8,3,3.67,2.67,Heavy Damage,elite
Tyranitar (Shadow),Bite,fast,dark,1.2,4,2,1,4.0,2.0,Heavy Damage,
Tyranitar (Shadow),Iron Tail,fast,steel,1.0,10,7,3,3.33,2.33,General,
Tyranitar (Shadow),Smack Down,fast,rock,1.2,11,8,3,3.67,2.67,Heavy Damage,elite
Tyrantrum,Charm,fast,fairy,1.0,15,6,3,5.0,2.0,Heavy Damage,
Tyrantrum,Dragon Tail,fast,dragon,1.2,13,9,3,4.33,3.0,Multipurpose,
Tyrantrum,Rock Throw,fast,rock,1.2,8,5,2,4.0,2.5,Heavy Damage,
Tyrogue,Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,Low Quality,
Tyrogue,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Tyrunt,Dragon Tail,fast,dragon,1.2,13,9,3,4.33,3.0,Multipurpose,
Tyrunt,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Umbreon,Feint Attack,fast,dark,1.2,6,6,2,3.0,3.0,General,
Umbreon,Snarl,fast,dark,1.2,5,13,3,1.67,4.33,Fast Charge,
Unfezant,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Unfezant,Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,General,
Unfezant (Shadow),Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Unfezant (Shadow),Steel Wing,fast,steel,1.0,7,6,2,3.5,3.0,General,
Unown,Hidden Power (Bug),fast,bug,1.0,9,8,3,3.0,2.67,Low Quality,
Unown,Hidden Power (Dark),fast,dark,1.0,9,8,3,3.0,2.67,Low Quality,
Unown,Hidden Power (Dragon),fast,dragon,1.0,9,8,3,3.0,2.67,Low Quality,
Unown,Hidden Power (Electric),fast,electric,1.0,9,8,3,3.0,2.67,Low Quality,
Unown,Hidden Power (Fighting),fast,fighting,1.0,9,8,3,3.0,2.67,Low Quality,
Unown,Hidden Power (Fire),fast,fire,1.0,9,8,3,3.0,2.67,Low Quality,
Unown,Hidden Power (Flying),fast,flying,1.0,9,8,3,3.0,2.67,Low Quality,
Unown,Hidden Power (Ghost),fast,ghost,1.0,9,8,3,3.0,2.67,Low Quality,
Unown,Hidden Power (Grass),fast,grass,1.0,9,8,3,3.0,2.67,Low Quality,
Unown,Hidden Power (Ground),fast,ground,1.0,9,8,3,3.0,2.67,Low Quality,
Unown,Hidden Power (Ice),fast,ice,1.0,9,8,3,3.0,2.67,Low Quality,
Unown,Hidden Power (Poison),fast,poison,1.0,9,8,3,3.0,2.67,Low Quality,
Unown,Hidden Power (Psychic),fast,psychic,1.2,9,8,3,3.0,2.67,Low Quality,
Unown,Hidden Power (Rock),fast,rock,1.0,9,8,3,3.0,2.67,Low Quality,
Unown,Hidden Power (Steel),fast,steel,1.0,9,8,3,3.0,2.67,Low Quality,
Unown,Hidden Power (Water),fast,water,1.0,9,8,3,3.0,2.67,Low Quality,
Ursaluna,Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Ursaluna,Tackle,fast,normal,1.2,3,3,1,3.0,3.0,General,
Ursaluna (Shadow),Rock Smash,fast,fighting,1.0,9,7,3,3.0,2.33,Low Quality,
Ursaluna (Shadow),Tackle,fast,normal,1.2,3,3,1,3.0,3.0,General,
Ursaring,Counter,fast,fighting,1.0,8,6,2,4.0,3.0,Multipurpose,
Ursaring,Metal Claw,fast,steel,1.0,5,7,2,2.5,3.5,General,
Ursaring,Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,Multipurpose,
Ursaring (Shadow),Counter,fast,fighting,1.0,8,6,2,4.0,3.0,Multipurpose,
Ursaring (Shadow),Metal Claw,fast,steel,1.0,5,7,2,2.5,3.5,General,
Ursaring (Shadow),Shadow Claw,fast,ghost,1.0,6,8,2,3.0,4.0,Multipurpose,
Urshifu,Counter,fast,fighting,1.2,8,6,2,4.0,3.0,Multipurpose,
Urshifu,Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,Low Quality,
Urshifu (Rapid Strike),Counter,fast,fighting,1.2,8,6,2,4.0,3.0,Multipurpose,
Urshifu (Rapid Strike),Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,Low Quality,
Urshifu (Rapid Strike),Waterfall,fast,water,1.2,12,8,3,4.0,2.67,Heavy Damage,
Urshifu (Single Strike),Counter,fast,fighting,1.2,8,6,2,4.0,3.0,Multipurpose,
Urshifu (Single Strike),Rock Smash,fast,fighting,1.2,9,7,3,3.0,2.33,Low Quality,
Urshifu (Single Strike),Sucker Punch,fast,dark,1.2,8,7,2,4.0,3.5,Multipurpose,
Uxie,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Uxie,Extrasensory,fast,psychic,1.2,8,10,3,2.67,3.33,General,
Vanillish,Astonish,fast,ghost,1.0,12,10,3,4.0,3.33,Multipurpose,
Vanillish,Frost Breath,fast,ice,1.2,7,5,2,3.5,2.5,Heavy Damage,
Vanillite,Astonish,fast,ghost,1.0,12,10,3,4.0,3.33,Multipurpose,
Vanillite,Powder Snow,fast,ice,1.2,5,8,2,2.5,4.0,Fast Charge,
Vanilluxe,Astonish,fast,ghost,1.0,12,10,3,4.0,3.33,Multipurpose,
Vanilluxe,Frost Breath,fast,ice,1.2,7,5,2,3.5,2.5,Heavy Damage,
Vaporeon,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Varoom,Lick,fast,ghost,1.0,3,3,1,3.0,3.0,General,
Varoom,Poison Jab,fast,poison,1.2,7,7,2,3.5,3.5,General,
Veluza,Ice Fang,fast,ice,1.0,8,6,2,4.0,3.0,Multipurpose,
Veluza,Zen Headbutt,fast,psychic,1.2,8,6,3,2.67,2.0,Low Quality,
Venipede,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Venipede,Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,Fast Charge,
Venipede (Shadow),Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Venipede (Shadow),Poison Sting,fast,poison,1.2,4,9,2,2.0,4.5,Fast Charge,
Venomoth,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,elite
Venomoth,Confusion,fast,psychic,1.0,16,12,4,4.0,3.0,Multipurpose,
Venomoth,Infestation,fast,bug,1.2,6,12,3,2.0,4.0,Fast Charge,
Venomoth (Shadow),Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,elite
Venomoth (Shadow),Confusion,fast,psychic,1.0,16,12,4,4.0,3.0,Multipurpose,
Venomoth (Shadow),Infestation,fast,bug,1.2,6,12,3,2.0,4.0,Fast Charge,
Venonat,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Venonat,Confusion,fast,psychic,1.0,16,12,4,4.0,3.0,Multipurpose,
Venonat (Shadow),Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Venonat (Shadow),Confusion,fast,psychic,1.0,16,12,4,4.0,3.0,Multipurpose,
Venusaur,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Venusaur,Vine Whip,fast,grass,1.2,5,8,2,2.5,4.0,Fast Charge,
Venusaur (Mega),Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Venusaur (Mega),Vine Whip,fast,grass,1.2,5,8,2,2.5,4.0,Fast Charge,
Venusaur (Shadow),Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Venusaur (Shadow),Vine Whip,fast,grass,1.2,5,8,2,2.5,4.0,Fast Charge,
Vespiquen,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Vespiquen,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Vespiquen,Fury Cutter,fast,bug,1.2,2,4,1,2.0,4.0,Fast Charge,
Vespiquen,Poison Sting,fast,poison,1.0,4,9,2,2.0,4.5,Fast Charge,
Vibrava,Dragon Breath,fast,dragon,1.2,4,3,1,4.0,3.0,Multipurpose,
Vibrava,Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,Fast Charge,
Vibrava,Sand Attack,fast,ground,1.2,2,4,1,2.0,4.0,Fast Charge,
Vibrava (Shadow),Dragon Breath,fast,dragon,1.2,4,3,1,4.0,3.0,Multipurpose,
Vibrava (Shadow),Mud Shot,fast,ground,1.2,4,8,2,2.0,4.0,Fast Charge,
Vibrava (Shadow),Sand Attack,fast,ground,1.2,2,4,1,2.0,4.0,Fast Charge,
Victini,Confusion,fast,psychic,1.2,16,12,4,4.0,3.0,Multipurpose,
Victini,Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,
Victreebel,Acid,fast,poison,1.2,6,5,2,3.0,2.5,Low Quality,
Victreebel,Magical Leaf,fast,grass,1.2,10,10,3,3.33,3.33,General,elite
Victreebel,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Victreebel (Shadow),Acid,fast,poison,1.2,6,5,2,3.0,2.5,Low Quality,
Victreebel (Shadow),Magical Leaf,fast,grass,1.2,10,10,3,3.33,3.33,General,elite
Victreebel (Shadow),Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Vigoroth,Counter,fast,fighting,1.0,8,6,2,4.0,3.0,Multipurpose,
Vigoroth,Scratch,fast,normal,1.2,4,2,1,4.0,2.0,Heavy Damage,
Vikavolt,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Vikavolt,Mud Slap,fast,ground,1.0,12,10,3,4.0,3.33,Multipurpose,
Vikavolt,Spark,fast,electric,1.2,5,7,2,2.5,3.5,General,
Vikavolt,Volt Switch,fast,electric,1.2,12,16,4,3.0,4.0,Multipurpose,elite
Vileplume,Acid,fast,poison,1.2,6,5,2,3.0,2.5,Low Quality,
Vileplume,Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Vileplume (Shadow),Acid,fast,poison,1.2,6,5,2,3.0,2.5,Low Quality,
Vileplume (Shadow),Razor Leaf,fast,grass,1.2,9,4,2,4.5,2.0,Heavy Damage,
Virizion,Double Kick,fast,fighting,1.2,8,12,3,2.67,4.0,Multipurpose,
Virizion,Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,
Virizion,Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,Low Quality,
Vivillon,Gust,fast,flying,1.2,16,12,4,4.0,3.0,Multipurpose,
Vivillon,Struggle Bug,fast,bug,1.2,9,8,3,3.0,2.67,Low Quality,
Volbeat,Struggle Bug,fast,bug,1.2,9,8,3,3.0,2.67,Low Quality,
Volbeat,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Volcanion,Incinerate,fast,fire,1.2,20,20,5,4.0,4.0,Multipurpose,
Volcanion,Take Down,fast,normal,1.0,5,8,3,1.67,2.67,Low Quality,
Volcanion,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
Volcarona,Bug Bite,fast,bug,1.2,3,3,1,3.0,3.0,General,
Volcarona,Fire Spin,fast,fire,1.2,11,10,3,3.67,3.33,General,
Voltorb,Spark,fast,electric,1.2,5,7,2,2.5,3.5,General,
Voltorb,Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Voltorb (Hisuian),Charge Beam,fast,electric,1.2,5,11,3,1.67,3.67,Fast Charge,
Voltorb (Hisuian),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Voltorb (Shadow),Spark,fast,electric,1.2,5,7,2,2.5,3.5,General,
Voltorb (Shadow),Tackle,fast,normal,1.0,3,3,1,3.0,3.0,General,
Vullaby,Air Slash,fast,flying,1.2,9,9,3,3.0,3.0,General,
Vullaby,Feint Attack,fast,dark,1.2,6,6,2,3.0,3.0,General,
Vulpix,Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Vulpix,Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,
Vulpix (Alolan),Powder Snow,fast,ice,1.2,5,8,2,2.5,4.0,Fast Charge,
Vulpix (Alolan),Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,Low Quality,
Vulpix (Alolan) (Shadow),Powder Snow,fast,ice,1.2,5,8,2,2.5,4.0,Fast Charge,
Vulpix (Alolan) (Shadow),Zen Headbutt,fast,psychic,1.0,8,6,3,2.67,2.0,Low Quality,
Vulpix (Shadow),Ember,fast,fire,1.2,7,6,2,3.5,3.0,Heavy Damage,
Vulpix (Shadow),Quick Attack,fast,normal,1.0,5,8,2,2.5,4.0,Fast Charge,
Wailmer,Splash,fast,water,1.2,0,12,4,0.0,3.0,Low Quality,
Wailmer,Water Gun,fast,water,1.2,3,3,1,3.0,3.0,General,
