pokemon,attacking_type,multiplier
Rufflet,electric,1.6
Rufflet,psychic,1.0
Rufflet,ice,1.6
Rufflet,dragon,1.0
Rufflet,dark,1.0
Rufflet,fairy,1.0
Braviary,normal,1.0
Braviary,fighting,1.0
Braviary,flying,1.0
Braviary,poison,1.0
Braviary,ground,0.391
Braviary,rock,1.6
Braviary,bug,1.0
Braviary,ghost,0.391
Braviary,steel,1.0
Braviary,fire,1.0
Braviary,water,1.0
Braviary,grass,0.625
Braviary,electric,1.6
Braviary,psychic,1.0
Braviary,ice,1.6
Braviary,dragon,1.0
Braviary,dark,1.0
Braviary,fairy,1.0
Braviary (Hisuian),normal,1.0
Braviary (Hisuian),fighting,0.391
Braviary (Hisuian),flying,1.0
Braviary (Hisuian),poison,1.0
Braviary (Hisuian),ground,0.391
Braviary (Hisuian),rock,1.6
Braviary (Hisuian),bug,1.6
Braviary (Hisuian),ghost,1.6
Braviary (Hisuian),steel,1.0
Braviary (Hisuian),fire,1.0
Braviary (Hisuian),water,1.0
Braviary (Hisuian),grass,0.625
Braviary (Hisuian),electric,1.6
Braviary (Hisuian),psychic,0.625
Braviary (Hisuian),ice,1.6
Braviary (Hisuian),dragon,1.0
Braviary (Hisuian),dark,1.6
Braviary (Hisuian),fairy,1.0
Vullaby,normal,1.0
Vullaby,fighting,1.0
Vullaby,flying,1.0
Vullaby,poison,1.0
Vullaby,ground,0.391
Vullaby,rock,1.6
Vullaby,bug,1.6
Vullaby,ghost,0.625
Vullaby,steel,1.0
Vullaby,fire,1.0
Vullaby,water,1.0
Vullaby,grass,0.625
Vullaby,electric,1.6
Vullaby,psychic,0.391
Vullaby,ice,1.6
Vullaby,dragon,1.0
Vullaby,dark,0.625
Vullaby,fairy,1.6
Mandibuzz,normal,1.0
Mandibuzz,fighting,1.0
Mandibuzz,flying,1.0
Mandibuzz,poison,1.0
Mandibuzz,ground,0.391
Mandibuzz,rock,1.6
Mandibuzz,bug,1.6
Mandibuzz,ghost,0.625
Mandibuzz,steel,1.0
Mandibuzz,fire,1.0
Mandibuzz,water,1.0
Mandibuzz,grass,0.625
Mandibuzz,electric,1.6
Mandibuzz,psychic,0.391
Mandibuzz,ice,1.6
Mandibuzz,dragon,1.0
Mandibuzz,dark,0.625
Mandibuzz,fairy,1.6
Heatmor,normal,1.0
Heatmor,fighting,1.0
Heatmor,flying,1.0
Heatmor,poison,1.0
Heatmor,ground,1.6
Heatmor,rock,1.6
Heatmor,bug,0.625
Heatmor,ghost,1.0
Heatmor,steel,0.625
Heatmor,fire,0.625
Heatmor,water,1.6
Heatmor,grass,0.625
Heatmor,electric,1.0
Heatmor,psychic,1.0
Heatmor,ice,0.625
Heatmor,dragon,1.0
Heatmor,dark,1.0
Heatmor,fairy,0.625
Durant,normal,0.625
Durant,fighting,1.0
Durant,flying,1.0
Durant,poison,0.391
Durant,ground,1.0
Durant,rock,1.0
Durant,bug,0.625
Durant,ghost,1.0
Durant,steel,0.625
Durant,fire,2.56
Durant,water,1.0
Durant,grass,0.391
Durant,electric,1.0
Durant,psychic,0.625
Durant,ice,0.625
Durant,dragon,0.625
Durant,dark,1.0
Durant,fairy,0.625
Deino,normal,1.0
Deino,fighting,1.6
Deino,flying,1.0
Deino,poison,1.0
Deino,ground,1.0
Deino,rock,1.0
Deino,bug,1.6
Deino,ghost,0.625
Deino,steel,1.0
Deino,fire,0.625
Deino,water,0.625
Deino,grass,0.625
Deino,electric,0.625
Deino,psychic,0.391
Deino,ice,1.6
Deino,dragon,1.6
Deino,dark,0.625
Deino,fairy,2.56
Zweilous,normal,1.0
Zweilous,fighting,1.6
Zweilous,flying,1.0
Zweilous,poison,1.0
Zweilous,ground,1.0
Zweilous,rock,1.0
Zweilous,bug,1.6
Zweilous,ghost,0.625
Zweilous,steel,1.0
Zweilous,fire,0.625
Zweilous,water,0.625
Zweilous,grass,0.625
Zweilous,electric,0.625
Zweilous,psychic,0.391
Zweilous,ice,1.6
Zweilous,dragon,1.6
Zweilous,dark,0.625
Zweilous,fairy,2.56
Hydreigon,normal,1.0
Hydreigon,fighting,1.6
Hydreigon,flying,1.0
Hydreigon,poison,1.0
Hydreigon,ground,1.0
Hydreigon,rock,1.0
Hydreigon,bug,1.6
Hydreigon,ghost,0.625
Hydreigon,steel,1.0
Hydreigon,fire,0.625
Hydreigon,water,0.625
Hydreigon,grass,0.625
Hydreigon,electric,0.625
Hydreigon,psychic,0.391
Hydreigon,ice,1.6
Hydreigon,dragon,1.6
Hydreigon,dark,0.625
Hydreigon,fairy,2.56
Larvesta,normal,1.0
Larvesta,fighting,0.625
Larvesta,flying,1.6
Larvesta,poison,1.0
Larvesta,ground,1.0
Larvesta,rock,2.56
Larvesta,bug,0.625
Larvesta,ghost,1.0
Larvesta,steel,0.625
Larvesta,fire,1.0
Larvesta,water,1.6
Larvesta,grass,0.391
Larvesta,electric,1.0
Larvesta,psychic,1.0
Larvesta,ice,0.625
Larvesta,dragon,1.0
Larvesta,dark,1.0
Larvesta,fairy,0.625
Volcarona,normal,1.0
Volcarona,fighting,0.625
Volcarona,flying,1.6
Volcarona,poison,1.0
Volcarona,ground,1.0
Volcarona,rock,2.56
Volcarona,bug,0.625
Volcarona,ghost,1.0
Volcarona,steel,0.625
Volcarona,fire,1.0
Volcarona,water,1.6
Volcarona,grass,0.391
Volcarona,electric,1.0
Volcarona,psychic,1.0
Volcarona,ice,0.625
Volcarona,dragon,1.0
Volcarona,dark,1.0
Volcarona,fairy,0.625
Cobalion,normal,0.625
Cobalion,fighting,1.6
Cobalion,flying,1.0
Cobalion,poison,0.391
Cobalion,ground,1.6
Cobalion,rock,0.391
Cobalion,bug,0.391
Cobalion,ghost,1.0
Cobalion,steel,0.625
Cobalion,fire,1.6
Cobalion,water,1.0
Cobalion,grass,0.625
Cobalion,electric,1.0
Cobalion,psychic,1.0
Cobalion,ice,0.625
Cobalion,dragon,0.625
Cobalion,dark,0.625
Cobalion,fairy,1.0
Terrakion,normal,0.625
Terrakion,fighting,1.6
Terrakion,flying,1.0
Terrakion,poison,0.625
Terrakion,ground,1.6
Terrakion,rock,0.625
Terrakion,bug,0.625
Terrakion,ghost,1.0
Terrakion,steel,1.6
Terrakion,fire,0.625
Terrakion,water,1.6
Terrakion,grass,1.6
Terrakion,electric,1.0
Terrakion,psychic,1.6
Terrakion,ice,1.0
Terrakion,dragon,1.0
Terrakion,dark,0.625
Terrakion,fairy,1.6
Virizion,normal,1.0
Virizion,fighting,1.0
Virizion,flying,2.56
Virizion,poison,1.6
Virizion,ground,0.625
Virizion,rock,0.625
Virizion,bug,1.0
Virizion,ghost,1.0
Virizion,steel,1.0
Virizion,fire,1.6
Virizion,water,0.625
Virizion,grass,0.625
Virizion,electric,0.625
Virizion,psychic,1.6
Virizion,ice,1.6
Virizion,dragon,1.0
Virizion,dark,0.625
Virizion,fairy,1.6
Tornadus (Incarnate),normal,1.0
Tornadus (Incarnate),fighting,0.625
Tornadus (Incarnate),flying,1.0
Tornadus (Incarnate),poison,1.0
Tornadus (Incarnate),ground,0.391
Tornadus (Incarnate),rock,1.6
Tornadus (Incarnate),bug,1.0
Tornadus (Incarnate),ghost,1.0
Tornadus (Incarnate),steel,1.0
Tornadus (Incarnate),fire,1.0
Tornadus (Incarnate),water,1.0
Tornadus (Incarnate),grass,0.625
Tornadus (Incarnate),electric,1.6
Tornadus (Incarnate),psychic,1.0
Tornadus (Incarnate),ice,1.6
Tornadus (Incarnate),dragon,1.0
Tornadus (Incarnate),dark,1.0
Tornadus (Incarnate),fairy,1.0
Tornadus (Therian),normal,1.0
Tornadus (Therian),fighting,0.625
Tornadus (Therian),flying,1.0
Tornadus (Therian),poison,1.0
Tornadus (Therian),ground,0.391
Tornadus (Therian),rock,1.6
Tornadus (Therian),bug,1.0
Tornadus (Therian),ghost,1.0
Tornadus (Therian),steel,1.0
Tornadus (Therian),fire,1.0
Tornadus (Therian),water,1.0
Tornadus (Therian),grass,0.625
Tornadus (Therian),electric,1.6
Tornadus (Therian),psychic,1.0
Tornadus (Therian),ice,1.6
Tornadus (Therian),dragon,1.0
Tornadus (Therian),dark,1.0
Tornadus (Therian),fairy,1.0
Thundurus (Incarnate),normal,1.0
Thundurus (Incarnate),fighting,0.625
Thundurus (Incarnate),flying,0.625
Thundurus (Incarnate),poison,1.0
Thundurus (Incarnate),ground,0.625
Thundurus (Incarnate),rock,1.6
Thundurus (Incarnate),bug,1.0
Thundurus (Incarnate),ghost,1.0
Thundurus (Incarnate),steel,0.625
Thundurus (Incarnate),fire,1.0
Thundurus (Incarnate),water,1.0
Thundurus (Incarnate),grass,0.625
Thundurus (Incarnate),electric,1.0
Thundurus (Incarnate),psychic,1.0
Thundurus (Incarnate),ice,1.6
Thundurus (Incarnate),dragon,1.0
Thundurus (Incarnate),dark,1.0
Thundurus (Incarnate),fairy,1.0
Thundurus (Therian),normal,1.0
Thundurus (Therian),fighting,0.625
Thundurus (Therian),flying,0.625
Thundurus (Therian),poison,1.0
Thundurus (Therian),ground,0.625
Thundurus (Therian),rock,1.6
Thundurus (Therian),bug,1.0
Thundurus (Therian),ghost,1.0
Thundurus (Therian),steel,0.625
Thundurus (Therian),fire,1.0
Thundurus (Therian),water,1.0
Thundurus (Therian),grass,0.625
Thundurus (Therian),electric,1.0
Thundurus (Therian),psychic,1.0
Thundurus (Therian),ice,1.6
Thundurus (Therian),dragon,1.0
Thundurus (Therian),dark,1.0
Thundurus (Therian),fairy,1.0
Reshiram,normal,1.0
Reshiram,fighting,1.0
Reshiram,flying,1.0
Reshiram,poison,1.0
Reshiram,ground,1.6
Reshiram,rock,1.6
Reshiram,bug,0.625
Reshiram,ghost,1.0
Reshiram,steel,0.625
Reshiram,fire,0.391
Reshiram,water,1.0
Reshiram,grass,0.391
Reshiram,electric,0.625
Reshiram,psychic,1.0
Reshiram,ice,1.0
Reshiram,dragon,1.6
Reshiram,dark,1.0
Reshiram,fairy,1.0
Zekrom,normal,1.0
Zekrom,fighting,1.0
Zekrom,flying,0.625
Zekrom,poison,1.0
Zekrom,ground,1.6
Zekrom,rock,1.0
Zekrom,bug,1.0
Zekrom,ghost,1.0
Zekrom,steel,0.625
Zekrom,fire,0.625
Zekrom,water,0.625
Zekrom,grass,0.625
Zekrom,electric,0.391
Zekrom,psychic,1.0
Zekrom,ice,1.6
Zekrom,dragon,1.6
Zekrom,dark,1.0
Zekrom,fairy,1.6
Landorus (Incarnate),normal,1.0
Landorus (Incarnate),fighting,0.625
Landorus (Incarnate),flying,1.0
Landorus (Incarnate),poison,0.625
Landorus (Incarnate),ground,0.391
Landorus (Incarnate),rock,1.0
Landorus (Incarnate),bug,1.0
Landorus (Incarnate),ghost,1.0
Landorus (Incarnate),steel,1.0
Landorus (Incarnate),fire,1.0
Landorus (Incarnate),water,1.6
Landorus (Incarnate),grass,1.0
Landorus (Incarnate),electric,0.625
Landorus (Incarnate),psychic,1.0
Landorus (Incarnate),ice,2.56
Landorus (Incarnate),dragon,1.0
Landorus (Incarnate),dark,1.0
Landorus (Incarnate),fairy,1.0
Landorus (Therian),normal,1.0
Landorus (Therian),fighting,0.625
Landorus (Therian),flying,1.0
Landorus (Therian),poison,0.625
Landorus (Therian),ground,0.391
Landorus (Therian),rock,1.0
Landorus (Therian),bug,1.0
Landorus (Therian),ghost,1.0
Landorus (Therian),steel,1.0
Landorus (Therian),fire,1.0
Landorus (Therian),water,1.6
Landorus (Therian),grass,1.0
Landorus (Therian),electric,0.625
Landorus (Therian),psychic,1.0
Landorus (Therian),ice,2.56
Landorus (Therian),dragon,1.0
Landorus (Therian),dark,1.0
Landorus (Therian),fairy,1.0
Kyurem,normal,1.0
Kyurem,fighting,1.6
Kyurem,flying,1.0
Kyurem,poison,1.0
Kyurem,ground,1.0
Kyurem,rock,1.6
Kyurem,bug,1.0
Kyurem,ghost,1.0
Kyurem,steel,1.6
Kyurem,fire,1.0
Kyurem,water,0.625
Kyurem,grass,0.625
Kyurem,electric,0.625
Kyurem,psychic,1.0
Kyurem,ice,1.0
Kyurem,dragon,1.6
Kyurem,dark,1.0
Kyurem,fairy,1.6
Kyurem (Black),normal,1.0
Kyurem (Black),fighting,1.6
Kyurem (Black),flying,1.0
Kyurem (Black),poison,1.0
Kyurem (Black),ground,1.0
Kyurem (Black),rock,1.6
Kyurem (Black),bug,1.0
Kyurem (Black),ghost,1.0
Kyurem (Black),steel,1.6
Kyurem (Black),fire,1.0
Kyurem (Black),water,0.625
Kyurem (Black),grass,0.625
Kyurem (Black),electric,0.625
Kyurem (Black),psychic,1.0
Kyurem (Black),ice,1.0
Kyurem (Black),dragon,1.6
Kyurem (Black),dark,1.0
Kyurem (Black),fairy,1.6
Kyurem (White),normal,1.0
Kyurem (White),fighting,1.6
Kyurem (White),flying,1.0
Kyurem (White),poison,1.0
Kyurem (White),ground,1.0
Kyurem (White),rock,1.6
Kyurem (White),bug,1.0
Kyurem (White),ghost,1.0
Kyurem (White),steel,1.6
Kyurem (White),fire,1.0
Kyurem (White),water,0.625
Kyurem (White),grass,0.625
Kyurem (White),electric,0.625
Kyurem (White),psychic,1.0
Kyurem (White),ice,1.0
Kyurem (White),dragon,1.6
Kyurem (White),dark,1.0
Kyurem (White),fairy,1.6
Keldeo (Ordinary),normal,1.0
Keldeo (Ordinary),fighting,1.0
Keldeo (Ordinary),flying,1.6
Keldeo (Ordinary),poison,1.0
Keldeo (Ordinary),ground,1.0
Keldeo (Ordinary),rock,0.625
Keldeo (Ordinary),bug,0.625
Keldeo (Ordinary),ghost,1.0
Keldeo (Ordinary),steel,0.625
Keldeo (Ordinary),fire,0.625
Keldeo (Ordinary),water,0.625
Keldeo (Ordinary),grass,1.6
Keldeo (Ordinary),electric,1.6
Keldeo (Ordinary),psychic,1.6
Keldeo (Ordinary),ice,0.625
Keldeo (Ordinary),dragon,1.0
Keldeo (Ordinary),dark,0.625
Keldeo (Ordinary),fairy,1.6
Keldeo (Resolute),normal,1.0
Keldeo (Resolute),fighting,1.0
Keldeo (Resolute),flying,1.6
Keldeo (Resolute),poison,1.0
Keldeo (Resolute),ground,1.0
Keldeo (Resolute),rock,0.625
Keldeo (Resolute),bug,0.625
Keldeo (Resolute),ghost,1.0
Keldeo (Resolute),steel,0.625
Keldeo (Resolute),fire,0.625
Keldeo (Resolute),water,0.625
Keldeo (Resolute),grass,1.6
Keldeo (Resolute),electric,1.6
Keldeo (Resolute),psychic,1.6
Keldeo (Resolute),ice,0.625
Keldeo (Resolute),dragon,1.0
Keldeo (Resolute),dark,0.625
Keldeo (Resolute),fairy,1.6
Meloetta (Aria),normal,1.0
Meloetta (Aria),fighting,1.0
Meloetta (Aria),flying,1.0
Meloetta (Aria),poison,1.0
Meloetta (Aria),ground,1.0
Meloetta (Aria),rock,1.0
Meloetta (Aria),bug,1.6
Meloetta (Aria),ghost,0.625
Meloetta (Aria),steel,1.0
Meloetta (Aria),fire,1.0
Meloetta (Aria),water,1.0
Meloetta (Aria),grass,1.0
Meloetta (Aria),electric,1.0
Meloetta (Aria),psychic,0.625
Meloetta (Aria),ice,1.0
Meloetta (Aria),dragon,1.0
Meloetta (Aria),dark,1.6
Meloetta (Aria),fairy,1.0
Meloetta (Pirouette),normal,1.0
Meloetta (Pirouette),fighting,1.6
Meloetta (Pirouette),flying,1.6
Meloetta (Pirouette),poison,1.0
Meloetta (Pirouette),ground,1.0
Meloetta (Pirouette),rock,0.625
Meloetta (Pirouette),bug,0.625
Meloetta (Pirouette),ghost,0.391
Meloetta (Pirouette),steel,1.0
Meloetta (Pirouette),fire,1.0
Meloetta (Pirouette),water,1.0
Meloetta (Pirouette),grass,1.0
Meloetta (Pirouette),electric,1.0
Meloetta (Pirouette),psychic,1.6
Meloetta (Pirouette),ice,1.0
Meloetta (Pirouette),dragon,1.0
Meloetta (Pirouette),dark,0.625
Meloetta (Pirouette),fairy,1.6
Genesect,normal,0.625
Genesect,fighting,1.0
Genesect,flying,1.0
Genesect,poison,0.391
Genesect,ground,1.0
Genesect,rock,1.0
Genesect,bug,0.625
Genesect,ghost,1.0
Genesect,steel,0.625
Genesect,fire,2.56
Genesect,water,1.0
Genesect,grass,0.391
Genesect,electric,1.0
Genesect,psychic,0.625
Genesect,ice,0.625
Genesect,dragon,0.625
Genesect,dark,1.0
Genesect,fairy,0.625
Genesect (Burn),normal,0.625
Genesect (Burn),fighting,1.0
Genesect (Burn),flying,1.0
Genesect (Burn),poison,0.391
Genesect (Burn),ground,1.0
Genesect (Burn),rock,1.0
Genesect (Burn),bug,0.625
Genesect (Burn),ghost,1.0
Genesect (Burn),steel,0.625
Genesect (Burn),fire,2.56
Genesect (Burn),water,1.0
Genesect (Burn),grass,0.391
Genesect (Burn),electric,1.0
Genesect (Burn),psychic,0.625
Genesect (Burn),ice,0.625
Genesect (Burn),dragon,0.625
Genesect (Burn),dark,1.0
Genesect (Burn),fairy,0.625
Genesect (Chill),normal,0.625
Genesect (Chill),fighting,1.0
Genesect (Chill),flying,1.0
Genesect (Chill),poison,0.391
Genesect (Chill),ground,1.0
Genesect (Chill),rock,1.0
Genesect (Chill),bug,0.625
Genesect (Chill),ghost,1.0
Genesect (Chill),steel,0.625
Genesect (Chill),fire,2.56
Genesect (Chill),water,1.0
Genesect (Chill),grass,0.391
Genesect (Chill),electric,1.0
Genesect (Chill),psychic,0.625
Genesect (Chill),ice,0.625
Genesect (Chill),dragon,0.625
Genesect (Chill),dark,1.0
Genesect (Chill),fairy,0.625
Genesect (Douse),normal,0.625
Genesect (Douse),fighting,1.0
Genesect (Douse),flying,1.0
Genesect (Douse),poison,0.391
Genesect (Douse),ground,1.0
Genesect (Douse),rock,1.0
Genesect (Douse),bug,0.625
Genesect (Douse),ghost,1.0
Genesect (Douse),steel,0.625
Genesect (Douse),fire,2.56
Genesect (Douse),water,1.0
Genesect (Douse),grass,0.391
Genesect (Douse),electric,1.0
Genesect (Douse),psychic,0.625
Genesect (Douse),ice,0.625
Genesect (Douse),dragon,0.625
Genesect (Douse),dark,1.0
Genesect (Douse),fairy,0.625
Genesect (Shock),normal,0.625
Genesect (Shock),fighting,1.0
Genesect (Shock),flying,1.0
Genesect (Shock),poison,0.391
Genesect (Shock),ground,1.0
Genesect (Shock),rock,1.0
Genesect (Shock),bug,0.625
Genesect (Shock),ghost,1.0
Genesect (Shock),steel,0.625
Genesect (Shock),fire,2.56
Genesect (Shock),water,1.0
Genesect (Shock),grass,0.391
Genesect (Shock),electric,1.0
Genesect (Shock),psychic,0.625
Genesect (Shock),ice,0.625
Genesect (Shock),dragon,0.625
Genesect (Shock),dark,1.0
Genesect (Shock),fairy,0.625
Chespin,normal,1.0
Chespin,fighting,1.0
Chespin,flying,1.6
Chespin,poison,1.6
Chespin,ground,0.625
Chespin,rock,1.0
Chespin,bug,1.6
Chespin,ghost,1.0
Chespin,steel,1.0
Chespin,fire,1.6
Chespin,water,0.625
Chespin,grass,0.625
Chespin,electric,0.625
Chespin,psychic,1.0
Chespin,ice,1.6
Chespin,dragon,1.0
Chespin,dark,1.0
Chespin,fairy,1.0
Quilladin,normal,1.0
Quilladin,fighting,1.0
Quilladin,flying,1.6
Quilladin,poison,1.6
Quilladin,ground,0.625
Quilladin,rock,1.0
Quilladin,bug,1.6
Quilladin,ghost,1.0
Quilladin,steel,1.0
Quilladin,fire,1.6
Quilladin,water,0.625
Quilladin,grass,0.625
Quilladin,electric,0.625
Quilladin,psychic,1.0
Quilladin,ice,1.6
Quilladin,dragon,1.0
Quilladin,dark,1.0
Quilladin,fairy,1.0
Chesnaught,normal,1.0
Chesnaught,fighting,1.0
Chesnaught,flying,2.56
Chesnaught,poison,1.6
Chesnaught,ground,0.625
Chesnaught,rock,0.625
Chesnaught,bug,1.0
Chesnaught,ghost,1.0
Chesnaught,steel,1.0
Chesnaught,fire,1.6
Chesnaught,water,0.625
Chesnaught,grass,0.625
Chesnaught,electric,0.625
Chesnaught,psychic,1.6
Chesnaught,ice,1.6
Chesnaught,dragon,1.0
Chesnaught,dark,0.625
Chesnaught,fairy,1.6
Fennekin,normal,1.0
Fennekin,fighting,1.0
Fennekin,flying,1.0
Fennekin,poison,1.0
Fennekin,ground,1.6
Fennekin,rock,1.6
Fennekin,bug,0.625
Fennekin,ghost,1.0
Fennekin,steel,0.625
Fennekin,fire,0.625
Fennekin,water,1.6
Fennekin,grass,0.625
Fennekin,electric,1.0
Fennekin,psychic,1.0
Fennekin,ice,0.625
Fennekin,dragon,1.0
Fennekin,dark,1.0
Fennekin,fairy,0.625
Braixen,normal,1.0
Braixen,fighting,1.0
Braixen,flying,1.0
Braixen,poison,1.0
Braixen,ground,1.6
Braixen,rock,1.6
Braixen,bug,0.625
Braixen,ghost,1.0
Braixen,steel,0.625
Braixen,fire,0.625
Braixen,water,1.6
Braixen,grass,0.625
Braixen,electric,1.0
Braixen,psychic,1.0
Braixen,ice,0.625
Braixen,dragon,1.0
Braixen,dark,1.0
Braixen,fairy,0.625
Delphox,normal,1.0
Delphox,fighting,0.625
Delphox,flying,1.0
Delphox,poison,1.0
Delphox,ground,1.6
Delphox,rock,1.6
Delphox,bug,1.0
Delphox,ghost,1.6
Delphox,steel,0.625
Delphox,fire,0.625
Delphox,water,1.6
Delphox,grass,0.625
Delphox,electric,1.0
Delphox,psychic,0.625
Delphox,ice,0.625
Delphox,dragon,1.0
Delphox,dark,1.6
Delphox,fairy,0.625
Froakie,normal,1.0
Froakie,fighting,1.0
Froakie,flying,1.0
Froakie,poison,1.0
Froakie,ground,1.0
Froakie,rock,1.0
Froakie,bug,1.0
Froakie,ghost,1.0
Froakie,steel,0.625
Froakie,fire,0.625
Froakie,water,0.625
Froakie,grass,1.6
Froakie,electric,1.6
Froakie,psychic,1.0
Froakie,ice,0.625
Froakie,dragon,1.0
Froakie,dark,1.0
Froakie,fairy,1.0
Frogadier,normal,1.0
Frogadier,fighting,1.0
Frogadier,flying,1.0
Frogadier,poison,1.0
Frogadier,ground,1.0
Frogadier,rock,1.0
Frogadier,bug,1.0
Frogadier,ghost,1.0
Frogadier,steel,0.625
Frogadier,fire,0.625
Frogadier,water,0.625
Frogadier,grass,1.6
Frogadier,electric,1.6
Frogadier,psychic,1.0
Frogadier,ice,0.625
Frogadier,dragon,1.0
Frogadier,dark,1.0
Frogadier,fairy,1.0
Greninja,normal,1.0
Greninja,fighting,1.6
Greninja,flying,1.0
Greninja,poison,1.0
Greninja,ground,1.0
Greninja,rock,1.0
Greninja,bug,1.6
Greninja,ghost,0.625
Greninja,steel,0.625
Greninja,fire,0.625
Greninja,water,0.625
Greninja,grass,1.6
Greninja,electric,1.6
Greninja,psychic,0.391
Greninja,ice,0.625
Greninja,dragon,1.0
Greninja,dark,0.625
Greninja,fairy,1.6
Bunnelby,normal,1.0
Bunnelby,fighting,1.6
Bunnelby,flying,1.0
Bunnelby,poison,1.0
Bunnelby,ground,1.0
Bunnelby,rock,1.0
Bunnelby,bug,1.0
Bunnelby,ghost,0.391
Bunnelby,steel,1.0
Bunnelby,fire,1.0
Bunnelby,water,1.0
Bunnelby,grass,1.0
Bunnelby,electric,1.0
Bunnelby,psychic,1.0
Bunnelby,ice,1.0
Bunnelby,dragon,1.0
Bunnelby,dark,1.0
Bunnelby,fairy,1.0
Bunnelby (Shadow),normal,1.0
Bunnelby (Shadow),fighting,1.6
Bunnelby (Shadow),flying,1.0
Bunnelby (Shadow),poison,1.0
Bunnelby (Shadow),ground,1.0
Bunnelby (Shadow),rock,1.0
Bunnelby (Shadow),bug,1.0
Bunnelby (Shadow),ghost,0.391
Bunnelby (Shadow),steel,1.0
Bunnelby (Shadow),fire,1.0
Bunnelby (Shadow),water,1.0
Bunnelby (Shadow),grass,1.0
Bunnelby (Shadow),electric,1.0
Bunnelby (Shadow),psychic,1.0
Bunnelby (Shadow),ice,1.0
Bunnelby (Shadow),dragon,1.0
Bunnelby (Shadow),dark,1.0
Bunnelby (Shadow),fairy,1.0
Diggersby,normal,1.0
Diggersby,fighting,1.6
Diggersby,flying,1.0
Diggersby,poison,0.625
Diggersby,ground,1.0
Diggersby,rock,0.625
Diggersby,bug,1.0
Diggersby,ghost,0.391
Diggersby,steel,1.0
Diggersby,fire,1.0
Diggersby,water,1.6
Diggersby,grass,1.6
Diggersby,electric,0.391
Diggersby,psychic,1.0
Diggersby,ice,1.6
Diggersby,dragon,1.0
Diggersby,dark,1.0
Diggersby,fairy,1.0
Diggersby (Shadow),normal,1.0
Diggersby (Shadow),fighting,1.6
Diggersby (Shadow),flying,1.0
Diggersby (Shadow),poison,0.625
Diggersby (Shadow),ground,1.0
Diggersby (Shadow),rock,0.625
Diggersby (Shadow),bug,1.0
Diggersby (Shadow),ghost,0.391
Diggersby (Shadow),steel,1.0
Diggersby (Shadow),fire,1.0
Diggersby (Shadow),water,1.6
Diggersby (Shadow),grass,1.6
Diggersby (Shadow),electric,0.391
Diggersby (Shadow),psychic,1.0
Diggersby (Shadow),ice,1.6
Diggersby (Shadow),dragon,1.0
Diggersby (Shadow),dark,1.0
Diggersby (Shadow),fairy,1.0
Fletchling,normal,1.0
Fletchling,fighting,1.0
Fletchling,flying,1.0
Fletchling,poison,1.0
Fletchling,ground,0.391
Fletchling,rock,1.6
Fletchling,bug,1.0
Fletchling,ghost,0.391
Fletchling,steel,1.0
Fletchling,fire,1.0
Fletchling,water,1.0
Fletchling,grass,0.625
Fletchling,electric,1.6
Fletchling,psychic,1.0
Fletchling,ice,1.6
Fletchling,dragon,1.0
Fletchling,dark,1.0
Fletchling,fairy,1.0
Fletchinder,normal,1.0
Fletchinder,fighting,0.625
Fletchinder,flying,1.0
Fletchinder,poison,1.0
Fletchinder,ground,0.625
Fletchinder,rock,2.56
Fletchinder,bug,0.625
Fletchinder,ghost,1.0
Fletchinder,steel,0.625
Fletchinder,fire,0.625
Fletchinder,water,1.6
Fletchinder,grass,0.391
Fletchinder,electric,1.6
Fletchinder,psychic,1.0
Fletchinder,ice,1.0
Fletchinder,dragon,1.0
Fletchinder,dark,1.0
Fletchinder,fairy,0.625
Talonflame,normal,1.0
Talonflame,fighting,0.625
Talonflame,flying,1.0
Talonflame,poison,1.0
Talonflame,ground,0.625
Talonflame,rock,2.56
Talonflame,bug,0.625
Talonflame,ghost,1.0
Talonflame,steel,0.625
Talonflame,fire,0.625
Talonflame,water,1.6
Talonflame,grass,0.391
Talonflame,electric,1.6
Talonflame,psychic,1.0
Talonflame,ice,1.0
Talonflame,dragon,1.0
Talonflame,dark,1.0
Talonflame,fairy,0.625
Scatterbug,normal,1.0
Scatterbug,fighting,0.625
Scatterbug,flying,1.6
Scatterbug,poison,1.0
Scatterbug,ground,0.625
Scatterbug,rock,1.6
Scatterbug,bug,1.0
Scatterbug,ghost,1.0
Scatterbug,steel,1.0
Scatterbug,fire,1.6
Scatterbug,water,1.0
Scatterbug,grass,0.625
Scatterbug,electric,1.0
Scatterbug,psychic,1.0
Scatterbug,ice,1.0
Scatterbug,dragon,1.0
Scatterbug,dark,1.0
Scatterbug,fairy,1.0
Spewpa,normal,1.0
Spewpa,fighting,0.625
Spewpa,flying,1.6
Spewpa,poison,1.0
Spewpa,ground,0.625
Spewpa,rock,1.6
Spewpa,bug,1.0
Spewpa,ghost,1.0
Spewpa,steel,1.0
Spewpa,fire,1.6
Spewpa,water,1.0
Spewpa,grass,0.625
Spewpa,electric,1.0
Spewpa,psychic,1.0
Spewpa,ice,1.0
Spewpa,dragon,1.0
Spewpa,dark,1.0
Spewpa,fairy,1.0
Vivillon,normal,1.0
Vivillon,fighting,0.391
Vivillon,flying,1.6
Vivillon,poison,1.0
Vivillon,ground,0.244
Vivillon,rock,2.56
Vivillon,bug,1.0
Vivillon,ghost,1.0
Vivillon,steel,1.0
Vivillon,fire,1.6
